Station Name,Province,Latitude,Longitude
SABLE ISLAND,NOVA SCOTIA,43.93,-60.01
SABLE ISLAND,NOVA SCOTIA,43.93,-60
SABLE ISLAND,NOVA SCOTIA,43.93,-60.01
SABLE ISLAND 1,NOVA SCOTIA,43.93,-60.02
SABLE ISLAND A,NOVA SCOTIA,43.93,-59.96
SABLE ISLAND EAST END,NOVA SCOTIA,43.97,-59.77
SABREVOIS,QUEBEC,45.22,-73.2
SACHS HARBOUR A,NORTHWEST TERRITORIES,71.99,-125.24
SACHS HARBOUR A,NORTHWEST TERRITORIES,72,-125.27
SACHS HARBOUR CLIMATE,NORTHWEST TERRITORIES,71.99,-125.25
SACKVILLE,NEW BRUNSWICK,45.85,-64.38
SACKVILLE,NEW BRUNSWICK,45.9,-64.38
SACRE COEUR,QUEBEC,48.25,-69.87
SACRE COEUR DE MARIE,QUEBEC,46.13,-71.17
SADDLE HILLS LO,ALBERTA,55.62,-119.72
SAGLEK,NEWFOUNDLAND,58.48,-62.65
SAGLEK,NEWFOUNDLAND,58.48,-62.59
SAGONA ISLAND,NEWFOUNDLAND,47.37,-55.79
SAINT JOHN,NEW BRUNSWICK,45.28,-66.08
SAINT JOHN A,NEW BRUNSWICK,45.32,-65.89
SAINT JOHN A,NEW BRUNSWICK,45.32,-65.89
SAINT JOHN A,NEW BRUNSWICK,45.3,-66.1
SAINT JOHN BLINDMAN LAKE,NEW BRUNSWICK,45.32,-65.98
SAINT JOHN BRIDGE,NEW BRUNSWICK,45.27,-66.07
SAINT JOHN DOMINION PARK,NEW BRUNSWICK,45.27,-66.13
SAINT JOHN LORNEVILLE,NEW BRUNSWICK,45.18,-66.17
SAINT JOHN MILLEDGEVILLE,NEW BRUNSWICK,45.28,-66.08
SAINT JOHN MISPEC PARK,NEW BRUNSWICK,45.22,-65.95
SAINT JOHN SPRUCE LAKE,NEW BRUNSWICK,45.22,-66.18
SAINT JOHN UNB,NEW BRUNSWICK,45.32,-66.08
SAINT MICHEL,QUEBEC,46.87,-70.88
SAINT-GERMAIN-DE-GRANTHAM,QUEBEC,45.83,-72.54
SAINT-MICHEL-DES-SAINTS,QUEBEC,46.82,-74.09
SAINT-POLYCARPE,QUEBEC,45.31,-74.29
SAINTE MARGUERITE MARIE,QUEBEC,48.32,-67.1
SALEM,ONTARIO,43.71,-80.47
SALLUIT,QUEBEC,62.18,-75.67
SALLUIT A,QUEBEC,62.18,-75.67
SALMO BCFS,BRITISH COLUMBIA,49.18,-117.3
SALMON ARM,BRITISH COLUMBIA,50.7,-119.25
SALMON ARM 2,BRITISH COLUMBIA,50.7,-119.28
SALMON ARM 3,BRITISH COLUMBIA,50.68,-119.35
SALMON ARM A,BRITISH COLUMBIA,50.69,-119.23
SALMON ARM CS,BRITISH COLUMBIA,50.7,-119.29
SALMON HOLE,NOVA SCOTIA,44.93,-64.03
SALMON VAL ERICKSON RD,BRITISH COLUMBIA,54.13,-122.65
SALMONIER,NEWFOUNDLAND,47.27,-53.33
SALMONIER NATURE PARK,NEWFOUNDLAND,47.27,-53.28
SALMONIER NATURE PARK,NEWFOUNDLAND,47.26,-53.29
SALT LAKE,SASKATCHEWAN,52.3,-109.5
SALT POND,NEWFOUNDLAND,47.09,-55.2
SALT PRAIRIE LO,ALBERTA,55.67,-115.83
SALT PRAIRIE RS,ALBERTA,55.63,-116.05
SALT SPRINGS EXP ST,NOVA SCOTIA,45.53,-62.95
SALTAIR,BRITISH COLUMBIA,48.97,-123.77
SALTCOATS,SASKATCHEWAN,50.97,-102.27
SALTEAUX,ALBERTA,54.87,-114.77
SALTFORD,ONTARIO,43.75,-81.68
SALTSPRING IS CUSHEON LK,BRITISH COLUMBIA,48.82,-123.48
SALTSPRING ISLAND,BRITISH COLUMBIA,48.85,-123.5
SALTSPRING ST MARY'S L,BRITISH COLUMBIA,48.89,-123.55
SALTSPRING VESUVIUS,BRITISH COLUMBIA,48.88,-123.57
SALVUS CAMP,BRITISH COLUMBIA,54.3,-129.37
SAM LAKE,YUKON TERRITORY,68.42,-138.62
SAMATOSUM MOUNTAIN MINE,BRITISH COLUMBIA,51.17,-119.82
SAMBAA K'E,NORTHWEST TERRITORIES,60.44,-121.24
SAMBRO ISLAND,NOVA SCOTIA,44.43,-63.57
SANCTUARY,SASKATCHEWAN,51.03,-108.05
SAND LAKE,ONTARIO,47.78,-84.53
SAND RIVER LO,ALBERTA,54.65,-110.98
SANDFIELD,ONTARIO,45.69,-81.98
SANDFORD SOLETUDE,ONTARIO,44.15,-79.23
SANDGIRT LAKE,NEWFOUNDLAND,53.83,-65.5
SANDHEADS CS,BRITISH COLUMBIA,49.11,-123.3
SANDHILL,ONTARIO,43.81,-79.81
SANDHILL,ONTARIO,43.92,-80.03
SANDHURST,ONTARIO,44.13,-76.88
SANDON,BRITISH COLUMBIA,49.97,-117.22
SANDSPIT,BRITISH COLUMBIA,53.25,-131.81
SANDSPIT A,BRITISH COLUMBIA,53.25,-131.81
SANDSPIT AIRPORT AUTO,BRITISH COLUMBIA,53.25,-131.81
SANDSPIT AWOS,BRITISH COLUMBIA,53.25,-131.81
SANDWICK,BRITISH COLUMBIA,49.75,-125.05
SANDY COVE NRC,NOVA SCOTIA,44.47,-63.57
SANDY FALLS,ONTARIO,48.52,-81.43
SANDY LAKE,MANITOBA,50.5,-100.1
SANDY LAKE,ONTARIO,53.06,-93.34
SANDY LAKE A,ONTARIO,53.06,-93.34
SANDY LAKE LO,ALBERTA,55.83,-113.67
SANDY POINT,NEWFOUNDLAND,48.67,-58.45
SANGUDO,ALBERTA,53.9,-114.87
SANGUDO ROYDALE,ALBERTA,53.95,-114.95
SANGUDO SOUTH,ALBERTA,53.8,-114.87
SANIKILUAQ,NUNAVUT,56.54,-79.26
SANIKILUAQ A,NUNAVUT,56.54,-79.25
SANIRAJAK,NUNAVUT,68.78,-81.24
SANMAUR,QUEBEC,47.88,-73.8
SANS SAULT RAPIDS,NORTHWEST TERRITORIES,65.67,-128.82
SARCPA LAKE,NUNAVUT,68.55,-83.32
SARDIS,BRITISH COLUMBIA,49.08,-121.89
SARDIS 2,BRITISH COLUMBIA,49.12,-121.95
SARNIA,ONTARIO,43,-82.31
SARNIA,ONTARIO,42.97,-82.37
SARNIA AIRPORT,ONTARIO,42.99,-82.3
SARNIA CHRIS HADFIELD A,ONTARIO,43,-82.31
SARNIA CLIMATE,ONTARIO,43,-82.3
SARNIA POLYSAR,ONTARIO,42.95,-82.43
SARNIA WATERWORKS,ONTARIO,43,-82.42
SARSFIELD,ONTARIO,45.43,-75.35
SARTINE ISLAND (AUT),BRITISH COLUMBIA,50.82,-128.91
SASK POWER FLETCHER ROAD SNOW,SASKATCHEWAN,52.11,-106.71
SASK RIVER CROSSING 2,ALBERTA,51.97,-116.72
SASKATCHEWAN R CROSSING,ALBERTA,51.87,-116.58
SASKATOON,SASKATCHEWAN,52.12,-106.65
SASKATOON 1,SASKATCHEWAN,52.17,-106.68
SASKATOON 2,SASKATCHEWAN,52.12,-106.67
SASKATOON CALDER CENTRE SNOW,SASKATCHEWAN,52.1,-106.61
SASKATOON CENTRAL AVE,SASKATCHEWAN,52.1,-106.6
SASKATOON DIEFENBAKER INT'L A,SASKATCHEWAN,52.17,-106.72
SASKATOON INTL A,SASKATCHEWAN,52.17,-106.7
SASKATOON KERNEN FARM,SASKATCHEWAN,52.15,-106.55
SASKATOON KERNEN FARM CS,SASKATCHEWAN,52.15,-106.55
SASKATOON MOUNTAIN,ALBERTA,55.25,-119.35
SASKATOON NATIONAL HYDROLOGY SNOW,SASKATCHEWAN,52.14,-106.62
SASKATOON NRC,SASKATCHEWAN,52.13,-106.63
SASKATOON RCS,SASKATCHEWAN,52.17,-106.72
SASKATOON SRC,SASKATCHEWAN,52.15,-106.6
SASKATOON U OF S,SASKATCHEWAN,52.13,-106.63
SASKATOON WATER TP,SASKATCHEWAN,52.12,-106.68
SATAH RIVER,YUKON TERRITORY,66.87,-134.2
SATURNA CAPMON,BRITISH COLUMBIA,48.78,-123.13
SATURNA CAPMON CS,BRITISH COLUMBIA,48.78,-123.13
SATURNA ISLAND CS,BRITISH COLUMBIA,48.78,-123.04
SAUBLE FOREST,ONTARIO,44.68,-81.25
SAULNIERVILLE,NOVA SCOTIA,44.27,-66.12
SAULT AU MOUTON,QUEBEC,48.55,-69.25
SAULT STE M FORESTRY,ONTARIO,46.5,-84.37
SAULT STE M INSECTARY,ONTARIO,46.47,-84.47
SAULT STE M SHINGWOUK,ONTARIO,46.5,-84.28
SAULT STE MARIE,ONTARIO,46.53,-84.5
SAULT STE MARIE 2,ONTARIO,46.53,-84.33
SAULT STE MARIE A,ONTARIO,46.48,-84.51
SAULT STE MARIE A,ONTARIO,46.49,-84.51
SAULT STE. MARIE AIRPORT,ONTARIO,46.48,-84.52
SAVANNA AGCM,ALBERTA,56.08,-119.34
SAVANNE,ONTARIO,48.97,-90.2
SAVANNE LAKE,ONTARIO,48.83,-90.1
SAVANT LAKE,ONTARIO,50.47,-90.35
SAVARY ISLAND,BRITISH COLUMBIA,49.93,-124.85
SAWYER BROOK,QUEBEC,45.33,-71.62
SAWYERVILLE,QUEBEC,45.33,-71.57
SAWYERVILLE NORD,QUEBEC,45.37,-71.53
SAYWARD,BRITISH COLUMBIA,50.37,-126
SAYWARD 2,BRITISH COLUMBIA,50.32,-125.93
SAYWARD BIG TREE CREEK,BRITISH COLUMBIA,50.23,-125.77
SCALP CREEK,ALBERTA,51.8,-115.65
SCAPA,ALBERTA,51.87,-112.02
SCARBOROUGH JUNCTION,ONTARIO,43.72,-79.22
SCHAFT CREEK,BRITISH COLUMBIA,57.35,-131
SCHANZENFELD,MANITOBA,49.13,-97.95
SCHEFFERVILLE,QUEBEC,54.8,-66.8
SCHEFFERVILLE,QUEBEC,54.8,-66.8
SCHEFFERVILLE A,QUEBEC,54.8,-66.82
SCHEFFERVILLE A,QUEBEC,54.81,-66.81
SCHEFFERVILLE COTE-NORD,QUEBEC,54.8,-66.8
SCHREIBER,ONTARIO,48.82,-87.27
SCHULER,ALBERTA,50.31,-110.09
SCHULER AGDM,ALBERTA,50.31,-110.09
SCHWARTZ CREEK,ALBERTA,53.43,-116.52
SCOLLARD,ALBERTA,51.93,-112.87
SCOTCH CAMP,ALBERTA,51.67,-115.8
SCOTCH CREEK,BRITISH COLUMBIA,50.92,-119.46
SCOTCHTOWN,NEW BRUNSWICK,45.9,-66.12
SCOTFIELD,ALBERTA,51.58,-111.36
SCOTIA,ONTARIO,45.52,-79.3
SCOTLAND,ONTARIO,43,-80.43
SCOTSTOWN,SASKATCHEWAN,52.38,-109.4
SCOTT,QUEBEC,46.5,-71.08
SCOTT CDA,SASKATCHEWAN,52.36,-108.83
SCOTT CS,SASKATCHEWAN,52.36,-108.83
SCUDDER POINT,BRITISH COLUMBIA,52.45,-131.23
SEA COW POND,PRINCE EDWARD ISLAND,47.03,-64
SEAFOAM,NOVA SCOTIA,45.78,-62.97
SEAFORTH LO,ALBERTA,57.23,-113.35
SEAGRAVE,ONTARIO,44.18,-78.93
SEAL COVE,NEW BRUNSWICK,44.65,-66.83
SEAL COVE,NEWFOUNDLAND,47.45,-53.07
SEAL COVE CB,NEWFOUNDLAND,47.45,-53.07
SEARCHMONT,ONTARIO,46.75,-84.08
SEARSVILLE,NEW BRUNSWICK,45.72,-65.7
SEBA LANGLEY,ALBERTA,53.47,-114.87
SECHELT,BRITISH COLUMBIA,49.47,-123.77
SECHELT 5WEST,BRITISH COLUMBIA,49.47,-123.81
SECHELT AUT,BRITISH COLUMBIA,49.46,-123.72
SECHELT SANDY HOOK,BRITISH COLUMBIA,49.53,-123.77
SEDALIA,ALBERTA,51.67,-110.55
SEDALIA AGCM,ALBERTA,51.59,-110.75
SEDALIA EAST,ALBERTA,51.65,-110.55
SEDGEWICK,ALBERTA,52.88,-111.7
SEDGEWICK TOWN,ALBERTA,52.78,-111.7
SEDLEY,SASKATCHEWAN,50.17,-104.18
SEDLEY,SASKATCHEWAN,50.12,-104.1
SELKIRK,MANITOBA,50.17,-96.87
SEMANS,SASKATCHEWAN,51.42,-104.73
SENATE,SASKATCHEWAN,49.27,-109.7
SENNETERRE,QUEBEC,48.4,-77.25
SENNETERRE,QUEBEC,48.33,-77.27
SENNETERRE (RADAR),QUEBEC,48.37,-77.23
SENNETERRE A,QUEBEC,48.33,-77.18
SEPT-ILES,QUEBEC,50.22,-66.25
SEPT-ILES A,QUEBEC,50.22,-66.27
SEPT-ILES A,QUEBEC,50.22,-66.27
SEPT-ILES UA,QUEBEC,50.22,-66.25
SERATH,SASKATCHEWAN,51.17,-104.4
SEVEN PERSONS,ALBERTA,49.83,-110.9
SEVEN PERSONS AGDM,ALBERTA,49.92,-110.92
SEVEN PERSONS RIVERS DEV,ALBERTA,49.87,-110.9
SEVEN SISTERS FALLS,MANITOBA,50.12,-96.02
SEVEN SISTERS OYES,MANITOBA,50.1,-95.93
SEVERN BRIDGE,ONTARIO,44.77,-79.33
SEWALL MASSET INLET,BRITISH COLUMBIA,53.76,-132.3
SEWELL INLET,BRITISH COLUMBIA,52.88,-131.98
SEXSMITH WIEBE,ALBERTA,55.45,-118.64
SEYMOUR ARM,BRITISH COLUMBIA,51.25,-118.95
SEYMOUR ARM NINE MILE LIGHT,BRITISH COLUMBIA,51.07,-119.03
SEYMOUR CREEK,BRITISH COLUMBIA,49.42,-122.95
SEYMOUR FALLS,BRITISH COLUMBIA,49.44,-122.97
SHACKLETON CDA EPF,SASKATCHEWAN,50.68,-108.68
SHALALTH,BRITISH COLUMBIA,50.73,-122.24
SHALKA LAKE,ALBERTA,53.8,-111.9
SHALKA LAKE NE,ALBERTA,53.87,-111.9
SHAMATTAWA A,MANITOBA,55.87,-92.08
SHAMROCK,SASKATCHEWAN,50.18,-106.72
SHANNONVILLE,ONTARIO,44.2,-77.22
SHANTY BAY,ONTARIO,44.4,-79.63
SHARON,ONTARIO,44.1,-79.43
SHARPE BROOK IHD,NOVA SCOTIA,45.02,-64.63
SHARPE LAKE,MANITOBA,49.05,-100.33
SHAUGHNESSY,ALBERTA,49.83,-112.82
SHAUNAVON,SASKATCHEWAN,49.65,-108.4
SHAUNAVON 2,SASKATCHEWAN,49.65,-108.42
SHAUNAVON 3,SASKATCHEWAN,49.9,-108.42
SHAUNAVON CDA EPF,SASKATCHEWAN,49.75,-108.42
SHAWBRIDGE BOYS FARM,QUEBEC,45.88,-74.07
SHAWINIGAN,QUEBEC,46.57,-72.75
SHAWINIGAN,QUEBEC,46.56,-72.73
SHAWL BAY,BRITISH COLUMBIA,50.85,-126.57
SHAWNIGAN LAKE,BRITISH COLUMBIA,48.65,-123.63
SHAWNIGAN LAKE NORTH,BRITISH COLUMBIA,48.65,-123.63
SHAWVILLE,QUEBEC,45.62,-76.47
SHAWVILLE WINSLOW,QUEBEC,45.77,-76.5
SHEARWATER A,NOVA SCOTIA,44.63,-63.5
SHEARWATER AUTO,NOVA SCOTIA,44.64,-63.51
SHEARWATER JETTY,NOVA SCOTIA,44.63,-63.52
SHEARWATER RCS,NOVA SCOTIA,44.63,-63.51
SHEDIAC,NEW BRUNSWICK,46.23,-64.53
SHEENBORO,QUEBEC,45.97,-77.25
SHEEP RIVER 2,ALBERTA,50.65,-114.62
SHEEP RS,ALBERTA,50.65,-114.65
SHEERNESS AGCM,ALBERTA,51.46,-111.65
SHEERNESS CARAGANA,ALBERTA,51.45,-111.63
SHEET HARBOUR,NOVA SCOTIA,44.92,-62.48
SHEFFIELD MILLS,NOVA SCOTIA,45.13,-64.5
SHELBURNE,NOVA SCOTIA,43.72,-65.25
SHELBURNE SANDY POINT,NOVA SCOTIA,43.7,-65.32
SHELBURNE WPCP,ONTARIO,44.08,-80.18
SHELDON LAKE,YUKON TERRITORY,62.62,-131.28
SHELDON POINT,NEW BRUNSWICK,45.2,-66.13
SHELL HARTLEY RIVER,ALBERTA,57.27,-111.47
SHELTER BAY,QUEBEC,50.03,-66.9
SHELTER BAY,BRITISH COLUMBIA,50.62,-117.93
SHEPHERD BAY A,NUNAVUT,68.82,-93.43
SHERBROOKE,QUEBEC,45.44,-71.69
SHERBROOKE,QUEBEC,45.37,-71.93
SHERBROOKE,QUEBEC,45.4,-71.9
SHERBROOKE (UNIVERSITE),QUEBEC,45.38,-71.93
SHERBROOKE A,QUEBEC,45.43,-71.68
SHERBROOKE A,QUEBEC,45.43,-71.68
SHERINGHAM POINT,BRITISH COLUMBIA,48.38,-123.92
SHERMAN BROOK NORTH,QUEBEC,45.45,-71.5
SHILO,MANITOBA,49.78,-99.64
SHINGLE POINT A,YUKON TERRITORY,68.95,-137.22
SHINING BANK,ALBERTA,53.85,-115.97
SHINING BANK RS,ALBERTA,53.81,-115.94
SHIPPEGAN,NEW BRUNSWICK,47.75,-64.72
SHIPSHAW,QUEBEC,48.45,-71.22
SHIRLEY BAY,ONTARIO,45.35,-75.88
SHOAL CREEK,ALBERTA,54.38,-115.02
SHOAL LAKE,MANITOBA,50.45,-100.58
SHOAL LAKE,MANITOBA,50.48,-100.72
SHOAL LAKE,MANITOBA,50.43,-100.58
SHOAL LAKE CS,MANITOBA,50.45,-100.6
SHONTS AGCM,ALBERTA,53.33,-112.54
SHUNACADIE BEACH,NOVA SCOTIA,46.02,-60.67
SHUNDA RS,ALBERTA,52.48,-115.77
SHUSWAP FALLS,BRITISH COLUMBIA,50.3,-118.82
SIBBALD,ALBERTA,51.48,-110.25
SIBBALD 2,ALBERTA,51.42,-110.15
SIBBALD EAST,ALBERTA,51.43,-110.13
SIBBALD WESTGARD,ALBERTA,51.42,-110.15
SIBLEY'S COVE,NEWFOUNDLAND,48.05,-53.1
SICAMOUS,BRITISH COLUMBIA,50.8,-119
SICAMOUS 2,BRITISH COLUMBIA,50.85,-118.98
SIDMOUTH,BRITISH COLUMBIA,50.78,-118.02
SIDNEY,MANITOBA,49.9,-99.08
SIDNEY DEEP COVE,BRITISH COLUMBIA,48.68,-123.4
SIERRA,BRITISH COLUMBIA,58.83,-121.42
SIGNAL HILL,NEWFOUNDLAND,47.57,-52.68
SIKANNI CHIEF,BRITISH COLUMBIA,57.25,-122.72
SILVER CREEK,BRITISH COLUMBIA,50.55,-119.35
SILVERTON EXP ST,MANITOBA,50.77,-101.15
SIMCOE,ONTARIO,42.87,-80.33
SIMCOE,ONTARIO,42.85,-80.27
SIMCOE (AUT),ONTARIO,42.85,-80.27
SIMILKAMEEN COPPER MTN,BRITISH COLUMBIA,49.33,-120.52
SIMILKAMEEN MINE,BRITISH COLUMBIA,49.35,-120.55
SIMONETTE,ALBERTA,54.42,-117.74
SIMONETTE LO,ALBERTA,54.23,-118.42
SIMPSON LAKE,NUNAVUT,68.6,-91.95
SIMPSON LAKE,NUNAVUT,68.6,-92.02
SIMPSON TOWER,YUKON TERRITORY,61.4,-129.47
SINCLAIR MILLS,BRITISH COLUMBIA,54.02,-121.67
SINCLAIR PASS,BRITISH COLUMBIA,50.67,-115.97
SINGHAMPTON,ONTARIO,44.35,-80.25
SINTALUTA,SASKATCHEWAN,50.48,-103.38
SION,ALBERTA,53.88,-114.12
SIOUX LOOKOUT,ONTARIO,50.13,-91.87
SIOUX LOOKOUT,ONTARIO,50.13,-91.87
SIOUX LOOKOUT A,ONTARIO,50.12,-91.9
SIOUX LOOKOUT A,ONTARIO,50.11,-91.91
SIOUX LOOKOUT AIRPORT,ONTARIO,50.11,-91.91
SIOUX NARROWS,ONTARIO,49.48,-93.97
SIOUX NARROWS,ONTARIO,49.38,-94.07
SIRDAR,BRITISH COLUMBIA,49.25,-116.62
SISSON DAM,NEW BRUNSWICK,47.27,-67.25
SISTERS ISLAND,BRITISH COLUMBIA,49.49,-124.43
SKAGIT RIVER,BRITISH COLUMBIA,49.08,-121.17
SKOKI,ALBERTA,51.53,-116.05
SKYLINE RS,ALBERTA,49.88,-113.97
SKYTREX,ALBERTA,51.59,-112.57
SLATE ISLAND,ONTARIO,48.62,-87
SLAVE LAKE,ALBERTA,55.28,-114.77
SLAVE LAKE,ALBERTA,55.29,-114.78
SLAVE LAKE A,ALBERTA,55.3,-114.78
SLAVE LAKE A,ALBERTA,55.28,-114.78
SLAVE LAKE AWOS A,ALBERTA,55.29,-114.78
SLAVE LAKE CR10,ALBERTA,55.3,-114.78
SLAVE LAKE HQTRS,ALBERTA,55.28,-114.63
SLAVE LAKE RCS,ALBERTA,55.29,-114.78
SLEEMAN,ONTARIO,48.72,-94.42
SLEEPY HOLLOW,ALBERTA,51.49,-112.96
SMILEY,SASKATCHEWAN,51.63,-109.47
SMITH,ALBERTA,55.17,-114
SMITH RIVER A,BRITISH COLUMBIA,59.9,-126.43
SMITH RS,ALBERTA,55.17,-114.03
SMITHERS,BRITISH COLUMBIA,54.83,-127.18
SMITHERS 4E,BRITISH COLUMBIA,54.78,-127.08
SMITHERS A,BRITISH COLUMBIA,54.82,-127.18
SMITHERS AIRPORT AUTO,BRITISH COLUMBIA,54.82,-127.19
SMITHERS CDA,BRITISH COLUMBIA,54.73,-127.1
SMITHERS KATHLYN LAKE,BRITISH COLUMBIA,54.82,-127.22
SMITHFIELD CDA,ONTARIO,44.08,-77.67
SMITHFIELD CDA AUTOMATIC CLIMATE STATION,ONTARIO,44.08,-77.67
SMITHS FALLS,ONTARIO,44.92,-76.05
SMITHS FALLS TS,ONTARIO,44.88,-76
SMITHS FALLS WPCP,ONTARIO,44.9,-76
SMITHVILLE,ONTARIO,43.09,-79.55
SMITHVILLE,ONTARIO,43.1,-79.55
SMOKY BURN,SASKATCHEWAN,53.37,-103.17
SMOKY BURN CDA EPF,SASKATCHEWAN,53.33,-103.13
SMOKY FALLS,ONTARIO,50.07,-82.17
SMOKY LAKE AGDM,ALBERTA,54.28,-112.5
SMOKY LO,ALBERTA,54.4,-118.3
SMOKY RIVER,ALBERTA,53.98,-119.13
SMOOTH STONE RIVER,SASKATCHEWAN,55.15,-106.27
SNAG A,YUKON TERRITORY,62.37,-140.4
SNARE RAPIDS,NORTHWEST TERRITORIES,63.52,-116
SNEDDON CREEK RS,ALBERTA,56.2,-119.4
SNELGROVE,ONTARIO,43.75,-79.83
SNOOKS ARM,NEWFOUNDLAND,49.87,-55.72
SNOW LAKE,MANITOBA,54.88,-100.03
SNOW LAKE ANDERSON BAY,MANITOBA,54.82,-99.95
SNOWDEN CDA EPF,SASKATCHEWAN,53.53,-104.68
SNOWDEN WHITETAIL,SASKATCHEWAN,53.58,-104.68
SNOWDRIFT,NORTHWEST TERRITORIES,62.4,-110.73
SNOWFLAKE,MANITOBA,49.07,-98.65
SNOWFLAKE 4NE,MANITOBA,49.08,-98.65
SNUFF MOUNTAIN LO,ALBERTA,54.68,-117.53
SOCIAL PLAINS AGCM,ALBERTA,50.73,-110.21
SODA CREEK,BRITISH COLUMBIA,52.33,-122.28
SOLANDER ISLAND (AUT),BRITISH COLUMBIA,50.11,-127.94
SOMERSET,MANITOBA,49.45,-98.62
SOMME CDA EPF,SASKATCHEWAN,52.62,-103.02
SONNINGDALE,SASKATCHEWAN,52.32,-107.77
SONYA SUNDANCE MEADOWS,ONTARIO,44.22,-78.95
SOOKE,BRITISH COLUMBIA,48.37,-123.73
SOOKE GLINZ LAKE,BRITISH COLUMBIA,48.42,-123.63
SOOKE LAKE,BRITISH COLUMBIA,48.52,-123.7
SOOKE LAKE NORTH,BRITISH COLUMBIA,48.58,-123.64
SOOKE OTTER POINT,BRITISH COLUMBIA,48.37,-123.82
SOOKE SASEENOS,BRITISH COLUMBIA,48.38,-123.67
SOPER CREEK WPCP,ONTARIO,43.9,-78.67
SOPS ARM WHITE BAY,NEWFOUNDLAND,49.77,-56.88
SOREL,QUEBEC,46.03,-73.12
SORRENTO,BRITISH COLUMBIA,50.88,-119.48
SORRENTO EAST,BRITISH COLUMBIA,50.88,-119.4
SOUNDING CREEK,ALBERTA,52.07,-111.85
SOURIS,MANITOBA,49.65,-100.25
SOURIS,MANITOBA,49.62,-100.27
SOURIS,PRINCE EDWARD ISLAND,46.37,-62.22
SOURIS 2,MANITOBA,49.58,-100.4
SOUSA CREEK (AUT),ALBERTA,58.59,-118.49
SOUTH ALTON,NOVA SCOTIA,45.07,-64.53
SOUTH BAY,MANITOBA,56.67,-99
SOUTH BAY,ONTARIO,43.92,-77.03
SOUTH BAYMOUTH,ONTARIO,45.58,-82.02
SOUTH BRANCH,NEWFOUNDLAND,47.95,-58.97
SOUTH BRANCH KEDGWICK,NEW BRUNSWICK,47.87,-67.93
SOUTH BROOK PASADENA,NEWFOUNDLAND,49.02,-57.62
SOUTH DURHAM,QUEBEC,45.63,-72.35
SOUTH DURHAM,QUEBEC,45.62,-72.28
SOUTH ESK,ALBERTA,52.67,-117.21
SOUTH FALLS,ONTARIO,45,-79.3
SOUTH HIGHLANDS,NOVA SCOTIA,46.17,-61.38
SOUTH INDIAN LAKE,MANITOBA,56.78,-98.97
SOUTH INDIAN LAKE AIRPORT,MANITOBA,56.8,-98.9
SOUTH MONTREAL LAKE DNR,SASKATCHEWAN,54.05,-105.8
SOUTH MOUNTAIN,NOVA SCOTIA,45.02,-64.68
SOUTH MOUNTAIN,ONTARIO,44.97,-75.48
SOUTH PENDER ISLAND 2,BRITISH COLUMBIA,48.75,-123.22
SOUTH PINETTE,PRINCE EDWARD ISLAND,46.03,-62.88
SOUTH RIVER,ONTARIO,45.83,-79.38
SOUTH SIDE,NOVA SCOTIA,43.45,-65.6
SOUTH SIDE HARBOUR,NOVA SCOTIA,45.62,-61.9
SOUTH SLOCAN,BRITISH COLUMBIA,49.46,-117.52
SOUTH SLOCAN 2,BRITISH COLUMBIA,49.47,-117.52
SOUTH TETAGOUCHE,NEW BRUNSWICK,47.58,-65.9
SOUTH WAPITI RS,ALBERTA,54.93,-119.2
SOUTHAMPTON,ONTARIO,44.5,-81.37
SOUTHAMPTON 2,ONTARIO,44.49,-81.36
SOUTHAMPTON TOMORI,ONTARIO,44.5,-81.32
SOUTHBANK,BRITISH COLUMBIA,54.03,-125.77
SOUTHEAST SHOAL (AUT),ONTARIO,41.83,-82.47
SOUTHEND,SASKATCHEWAN,56.33,-103.28
SOUTHERN ONTARIO EMERGENCY PORTABLE WEATHER STATION,ONTARIO,43.27,-79.78
SOUTHWEST HEAD,NEW BRUNSWICK,44.6,-66.9
SOVEREIGN,SASKATCHEWAN,51.5,-107.75
SOVEREIGN,SASKATCHEWAN,51.52,-107.72
SPALDING,SASKATCHEWAN,52.37,-104.37
SPARTA,ONTARIO,42.75,-81.08
SPARWOOD,BRITISH COLUMBIA,49.75,-114.88
SPARWOOD A,BRITISH COLUMBIA,49.83,-114.88
SPARWOOD CS,BRITISH COLUMBIA,49.75,-114.88
SPENCE BAY,NUNAVUT,69.53,-93.52
SPENCERVILLE,ONTARIO,44.85,-75.55
SPENCES BRIDGE,BRITISH COLUMBIA,50.42,-121.5
SPENCES BRIDGE NICOLA,BRITISH COLUMBIA,50.42,-121.31
SPERLING,MANITOBA,49.5,-97.7
SPEYSIDE IHD,ONTARIO,43.55,-80.02
SPEYSIDE IHD,ONTARIO,43.58,-79.98
SPILLIMACHEEN,BRITISH COLUMBIA,50.92,-116.4
SPIONKOP CREEK,ALBERTA,49.22,-114.08
SPIRIT RIVER AUTO STATION,ALBERTA,55.69,-119.23
SPIRIT RIVER RS,ALBERTA,55.78,-118.83
SPIRITWOOD,SASKATCHEWAN,53.37,-107.53
SPIRITWOOD WEST,SASKATCHEWAN,53.37,-107.55
SPLIT LAKE,MANITOBA,56.25,-96.1
SPOKIN LAKE 4E,BRITISH COLUMBIA,52.18,-121.69
SPONDIN AGCM,ALBERTA,51.82,-111.68
SPRAGUE,MANITOBA,49.02,-95.6
SPRAGUE,MANITOBA,49.02,-95.6
